CWC ID Number,Other ID Number,Collection Date,Site,Latitude,Longitude ,Habitat/Location (measurements in meters indicate distance from marsh edge),Gear,Node Group,Node Code,Common Name,Scientific Name,n,Total Length (mm),Fork Length (mm),Carapace width (mm),Weight (grams),Sex,Tissue Collected,Collection Notes
CWC0778,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0779,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0780,SESP295,June 2015,NBB,29.47408,-89.85658,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,muscle,
CWC0781,SESP300,June 2015,NBB,29.47408,-89.85658,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0782,SESP311,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,muscle,
CWC0783,SESP312,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0784,SESP313,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0785,SESP314,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,muscle,
CWC0786,SESP316,June 2015,SEBS,29.46092,-89.75705,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0787,SESP317,June 2015,SEBS,29.46092,-89.75705,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,muscle,
CWC0788,SESP318,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0789,SESP319,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,muscle,
CWC0790,SESP320,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0791,SESP332,June 2015,NSBS,29.48133,-89.76440,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0792,SESP333,June 2015,NSBS,29.48133,-89.76440,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0793,SESP334,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0794,SESP335,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,muscle,
CWC0795,SESP295,June 2015,NBB,29.47408,-89.85658,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,liver,
CWC0796,SESP300,June 2015,NBB,29.47408,-89.85658,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0797,SESP311,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,liver,
CWC0798,SESP312,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0799,SESP313,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0800,SESP314,June 2015,BSS,29.45327,-89.76913,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,liver,
CWC0801,SESP316,June 2015,SEBS,29.46092,-89.75705,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0802,SESP317,June 2015,SEBS,29.46092,-89.75705,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,liver,
CWC0803,SESP318,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0804,SESP319,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,F,liver,
CWC0805,SESP320,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0806,SESP332,June 2015,NSBS,29.48133,-89.76440,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0807,SESP333,June 2015,NSBS,29.48133,-89.76440,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0808,SESP334,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0809,SESP335,June 2015,WBB,29.46078,-89.86507,na,na,"Birds, sparow",Sparrow,seaside sparrow,Ammodramus maritimus,1,na,na,na,na,M,liver,
CWC0810,ORPA-01,June 2015,O6,29.47295,-89.83218,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,49.5,F,muscle,
CWC0811,ORPA-02,June 2015,O6,29.47295,-89.83218,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,60,F,muscle,
CWC0812,ORPA-03,June 2015,O3,29.47644,-89.84792,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,54,F,muscle,
CWC0813,ORPA-04,June 2015,O3,29.47644,-89.84792,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,50,M,muscle,
CWC0814,ORPA-05,June 2015,O3,29.47644,-89.84792,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,52,M,muscle,
CWC0815,ORPA-06,June 2015,O3,29.47644,-89.84792,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,na,F,muscle,
CWC0816,ORPA-07,June 2015,U1,29.45298,-89.77909,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,42,M,muscle,
CWC0817,ORPA-08,June 2015,U1,29.45298,-89.77909,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,44,F,muscle,
CWC0818,ORPA-09,June 2015,U1,29.45298,-89.77909,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,40,M,muscle,
CWC0819,ORPA-10,June 2015,U1,29.45298,-89.77909,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,40,M,muscle,
CWC0820,ORPA-11,June 2015,U1,29.45298,-89.77909,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,51,F,muscle,
CWC0821,ORPA-12,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,45,M,muscle,
CWC0822,ORPA-13,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,50,M,muscle,
CWC0823,ORPA-14,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,46,M,muscle,
CWC0824,ORPA-15,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,50,F,muscle,
CWC0825,ORPA-16,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,46,M,muscle,
CWC0826,ORPA-17,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,41,F,muscle,
CWC0827,ORPA-18,June 2015,O4,29.46852,-89.86307,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,43,M,muscle,
CWC0828,ORPA-27,June 2015,O6,29.47295,-89.83218,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,46,F,muscle,
CWC0829,ORPA-28,June 2015,O6,29.47295,-89.83218,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,48,M,muscle,
CWC0830,ORPA-29,June 2015,O6,29.47295,-89.83218,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,44,M,muscle,
CWC0831,ORPA-30,June 2015,U2,29.46007,-89.87557,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,44,M,muscle,
CWC0832,ORPA-35,June 2015,U4,29.46880,-89.75734,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,50.5,F,muscle,
CWC0833,ORPA-36,June 2015,U4,29.46880,-89.75734,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,51.5,F,muscle,
CWC0834,ORPA-37,June 2015,U4,29.46880,-89.75734,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,40,M,muscle,
CWC0835,ORPA-38,June 2015,U4,29.46880,-89.75734,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,41,F,muscle,
CWC0836,ORPA-39,June 2015,U4,29.46880,-89.75734,na,na,"Mammals, rat",Rat,marsh rice rat,Oryzomys palustris,1,na,na,na,51,F,muscle,
CWC1001,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,130,na,na,na,muscle and stomach,
CWC1002,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,136,na,na,na,muscle and stomach,
CWC1003,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,126,na,na,na,muscle and stomach,
CWC1004,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,130,na,na,na,muscle and stomach,
CWC1005,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,na,131,na,na,na,muscle and stomach,
CWC1006,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, piscivorous",Pisc. fish,Speckled trout,Cynoscion nebulosus,1,204,na,na,na,na,muscle and stomach,
CWC1007,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,142,na,na,na,na,muscle,
CWC1008,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,121,na,na,na,na,muscle and stomach,
CWC1009,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,135,na,na,na,na,muscle,
CWC1010,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,125,na,na,na,na,muscle and stomach,
CWC1011,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,105,na,na,na,na,muscle,
CWC1012,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,137,na,na,na,na,muscle and stomach,
CWC1013,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,132,na,na,na,na,muscle,
CWC1014,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,172,na,na,na,F,muscle and stomach,
CWC1015,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,92,na,na,na,na,muscle,
CWC1016,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,115,na,na,na,na,muscle and stomach,
CWC1017,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,122,na,na,na,na,muscle and stomach,
CWC1018,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,140,na,na,na,na,muscle,
CWC1019,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,205,na,na,na,na,muscle and stomach,
CWC1020,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,131,na,na,na,na,muscle,
CWC1021,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1022,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1023,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1024,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1025,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,124,na,na,na,na,muscle,
CWC1026,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,103,na,na,na,na,muscle and stomach,
CWC1027,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Thread herring,Opisthonema oglinum,1,100,na,na,na,na,muscle,Planktivore
CWC1028,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,99,na,na,na,na,muscle,
CWC1029,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,297,na,na,na,na,muscle and stomach,
CWC1030,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Crabs, hermit",Herm. crabs,Hermit crab,na,1,54,na,na,na,na,muscle,Digestive & muscle
CWC1031,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,54,na,na,na,na,muscle and stomach,
CWC1032,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gray snapper,Lutjanus griseus,1,148,na,na,na,na,muscle and stomach,
CWC1033,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1034,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1035,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1036,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8-10,na,na,na,na,na,muscle,Homogenized
CWC1037,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,59,na,na,na,M,muscle and stomach,"white, small muscle labeled LSU1038; fixed to 1037"
CWC1038,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,230,na,na,na,na,muscle and stomach,red muscle tissue
CWC1039,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,135,na,na,na,na,muscle,
CWC1040,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,95,na,na,na,na,muscle and stomach,
CWC1041,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,130,na,na,na,F,muscle,
CWC1042,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,na,na,na,na,na,muscle,
CWC1043,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,na,na,na,na,na,muscle,
CWC1044,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,5,na,na,na,na,na,muscle,
CWC1045,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gafftopsail catfish,Bagre marinus,1,116,na,na,na,na,muscle and stomach,
CWC1046,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1047,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1048,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1049,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1050,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1051,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1&1,na,na,na,na,na,muscle,one individual per vial; no pooled samples
CWC1052,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,79,na,na,na,na,muscle and stomach,
CWC1053,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gafftopsail catfish,Bagre marinus,1,116,na,na,na,na,muscle and stomach,
CWC1054,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,126,na,na,na,F,muscle,
CWC1055,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,68,na,na,na,F,muscle and stomach,Two 1055 vials for RUMFS
CWC1056,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,8,na,na,na,na,na,muscle,Homogenized
CWC1057,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,54,na,na,na,na,muscle,
CWC1058,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,53,na,na,na,na,muscle,
CWC1059,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,64,na,na,na,na,muscle,
CWC1060,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,64.5,na,na,na,na,muscle,
CWC1061,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,63.5,na,na,na,na,muscle,
CWC1062,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,3,53.7,na,na,na,na,muscle,
CWC1063,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,46,na,na,na,na,muscle,
CWC1064,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,50,na,na,na,na,muscle,
CWC1065,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,55,na,na,na,na,muscle,
CWC1066,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,48,na,na,na,na,muscle,
CWC1067,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,20,na,na,na,na,na,whole body,Entire fish in formalin
CWC1068,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,63,na,na,na,M,muscle and stomach,
CWC1069,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,158,na,na,muscle,Muscle
CWC1070,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1069),na,na,hepatopancreas,Hepato
CWC1071,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,10,x?=37,na,na,na,na,whole body,Entire fish in formalin
CWC1072,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,10,na,na,na,na,na,whole body,Entire fish in formalin
CWC1073,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,51,na,na,na,M,muscle and stomach,
CWC1074,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,52,na,M,muscle and stomach,Muscle
CWC1075,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,54,na,na,na,na,muscle,
CWC1076,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1075),na,na,hepatopancreas,Hepato
CWC1077,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,68,na,na,na,na,whole body,Entire fish in formalin
CWC1078,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,10,x?=41,na,na,na,na,whole body,Entire fish in formalin
CWC1079,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,10,na,na,na,na,na,whole body,Entire fish in formalin
CWC1080,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,72,na,na,na,na,whole body,Entire fish in formalin
CWC1081,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,48,na,na,na,na,muscle and stomach,
CWC1082,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, omnivorous",Marsh omn. fish,Diamond killifish,Fundulus xenicus,10,x?=35,na,na,na,na,whole body,
CWC1083,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,70,na,na,na,na,muscle,
CWC1084,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,3,x?=60,na,na,na,na,whole body,
CWC1085,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,49,na,na,na,na,muscle and stomach,
CWC1086,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,56,na,na,na,na,muscle,
CWC1087,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,53,na,na,na,na,muscle,
CWC1088,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,8-10,x?=32,na,na,na,na,muscle,
